build_id,timestamp,project_name,repo_size_mb,num_files,num_dependencies,test_count,cpu_cores,memory_gb,status,build_duration_sec,cost_usd
250,2026-01-29 03:45:32.171968,mobile-app,1366,6215,261,335,8,8,SUCCESS,4971,0.6451253333333333
251,2025-10-29 03:45:32.171970,api-gateway,1093,559,772,481,16,16,FAILURE,1221,0.31691733333333333
252,2026-02-09 03:45:32.171971,microservice-a,331,7668,24,349,4,32,SUCCESS,2483,0.3619662222222222
253,2025-10-09 03:45:32.171973,mobile-app,2894,4746,615,366,8,8,SUCCESS,4949,0.6422702222222222
254,2026-03-09 03:45:32.171975,microservice-a,1108,492,380,349,4,32,FAILURE,2410,0.3513244444444444
255,2025-12-09 03:45:32.171976,api-gateway,4343,12230,478,213,2,32,SUCCESS,5081,0.6052035555555555
256,2025-10-22 03:45:32.171978,microservice-a,2582,1887,267,170,8,4,FAILURE,9703,1.147110222222222
257,2026-01-29 03:45:32.171980,mobile-app,3878,13232,585,37,2,4,FAILURE,38748,1.4810346666666667
258,2025-11-07 03:45:32.171981,microservice-a,1058,7474,692,401,4,8,SUCCESS,9756,0.745792
259,2025-10-21 03:45:32.171983,web-app,1279,10549,441,266,4,32,SUCCESS,2633,0.38383288888888883
260,2025-10-17 03:45:32.172052,api-gateway,1085,1238,757,174,16,4,SUCCESS,4830,1.0862133333333333
261,2026-01-23 03:45:32.172059,api-gateway,4635,12100,34,72,4,4,SUCCESS,19499,1.2652684444444444
262,2025-11-18 03:45:32.172062,api-gateway,325,4841,755,31,2,32,SUCCESS,4960,0.590791111111111
263,2025-10-08 03:45:32.172064,mobile-app,2790,7518,592,79,4,8,SUCCESS,9747,0.745104
264,2025-10-17 03:45:32.172066,api-gateway,2339,6462,141,390,16,8,SUCCESS,2606,0.6161742222222222
265,2025-11-22 03:45:32.172067,web-app,1289,2554,296,414,16,32,SUCCESS,672,0.20548266666666667
266,2026-01-02 03:45:32.172079,mobile-app,175,9758,577,105,2,8,SUCCESS,19326,0.9620053333333333
267,2025-11-25 03:45:32.172084,web-app,4115,3774,472,172,8,4,SUCCESS,9780,1.1562133333333333
268,2025-10-05 03:45:32.172087,microservice-a,4362,1477,409,88,4,32,SUCCESS,2520,0.3673599999999999
269,2025-10-03 03:45:32.172089,microservice-a,3918,6801,313,14,16,4,FAILURE,4937,1.1102764444444444
270,2025-12-04 03:45:32.172091,microservice-a,1258,2697,593,325,4,16,SUCCESS,4859,0.4837404444444445
271,2025-12-24 03:45:32.172093,microservice-a,3299,241,617,129,4,16,FAILURE,4852,0.48304355555555556
272,2025-11-26 03:45:32.172095,web-app,968,2759,465,311,8,8,SUCCESS,4920,0.6385066666666667
273,2025-12-09 03:45:32.172097,mobile-app,3973,4696,229,187,16,16,SUCCESS,1351,0.35065955555555556
274,2025-10-16 03:45:32.172098,mobile-app,4453,9131,609,185,4,4,SUCCESS,19453,1.2622835555555556
275,2025-12-15 03:45:32.172100,api-gateway,2019,11910,733,399,16,16,SUCCESS,1428,0.3706453333333333
276,2025-10-23 03:45:32.172102,web-app,2843,14070,321,226,2,4,SUCCESS,38657,1.4775564444444445
277,2025-11-10 03:45:32.172104,microservice-a,941,5761,242,65,2,8,SUCCESS,19358,0.9635982222222222
278,2025-11-28 03:45:32.172105,web-app,4520,6242,753,375,4,8,SUCCESS,9763,0.746327111111111
279,2025-12-26 03:45:32.172107,api-gateway,2083,12209,22,196,16,4,SUCCESS,5070,1.1401866666666667
280,2026-01-23 03:45:32.172109,api-gateway,1414,5726,537,241,4,16,SUCCESS,5000,0.49777777777777776
281,2025-10-06 03:45:32.172110,web-app,178,8887,112,264,16,8,SUCCESS,2540,0.6005688888888889
282,2025-09-30 03:45:32.172112,web-app,1064,10196,539,422,16,32,SUCCESS,810,0.24768
283,2025-10-08 03:45:32.172114,web-app,1849,8572,447,464,8,8,FAILURE,5045,0.6547288888888888
284,2026-01-09 03:45:32.172116,mobile-app,4662,523,512,113,8,16,SUCCESS,2513,0.38420977777777776
285,2026-02-13 03:45:32.172117,microservice-a,1568,7099,254,86,8,32,SUCCESS,1353,0.2693973333333333
286,2025-10-27 03:45:32.172119,web-app,4231,12657,639,239,4,16,SUCCESS,5158,0.5135075555555555
287,2026-02-25 03:45:32.172121,web-app,1248,4349,180,411,8,4,SUCCESS,9657,1.141672
288,2026-01-29 03:45:32.172122,web-app,3923,1850,740,267,8,32,SUCCESS,1349,0.2686008888888889
289,2025-10-21 03:45:32.172124,api-gateway,2524,4857,771,273,2,16,SUCCESS,9782,0.712999111111111
290,2025-11-10 03:45:32.172126,api-gateway,3535,2067,350,340,16,32,SUCCESS,761,0.23269688888888887
291,2025-11-02 03:45:32.172127,mobile-app,4099,4188,352,490,16,16,SUCCESS,1374,0.3566293333333333
292,2025-11-03 03:45:32.172129,microservice-a,3769,4278,69,191,8,32,FAILURE,1398,0.2783573333333333
293,2025-10-24 03:45:32.172131,mobile-app,352,7889,542,390,16,16,FAILURE,1367,0.3548124444444445
294,2025-11-10 03:45:32.172132,microservice-a,4002,3046,687,265,2,4,SUCCESS,38504,1.4717084444444446
295,2026-02-13 03:45:32.172134,api-gateway,4733,9741,511,47,2,32,SUCCESS,5072,0.6041315555555555
296,2025-09-23 03:45:32.172136,api-gateway,1036,5494,601,185,8,32,SUCCESS,1283,0.25545955555555555
297,2025-11-23 03:45:32.172137,api-gateway,1913,7980,700,36,2,32,SUCCESS,5025,0.5985333333333333
298,2025-11-19 03:45:32.172139,mobile-app,4490,10623,291,285,16,32,SUCCESS,870,0.2660266666666667
299,2026-02-24 03:45:32.172141,web-app,4959,5175,599,149,4,4,SUCCESS,19414,1.259752888888889
300,2025-10-11 03:45:32.172142,web-app,3122,10512,271,308,16,32,FAILURE,773,0.23636622222222223
301,2026-02-08 03:45:32.172144,api-gateway,3174,12081,579,454,4,8,SUCCESS,9903,0.7570293333333333
302,2025-11-29 03:45:32.172146,web-app,1377,7330,715,296,8,4,SUCCESS,9804,1.1590506666666665
303,2026-01-26 03:45:32.172148,web-app,2458,11102,718,100,4,8,SUCCESS,9853,0.7532071111111112
304,2026-03-10 03:45:32.172149,mobile-app,3723,14047,109,489,2,32,SUCCESS,5058,0.602464
305,2026-02-19 03:45:32.172151,microservice-a,3341,13786,465,70,16,16,SUCCESS,1517,0.39374577777777775
306,2026-02-19 03:45:32.172153,api-gateway,4083,13020,351,467,4,8,FAILURE,9845,0.7525955555555555
307,2026-02-25 03:45:32.172154,api-gateway,753,1631,158,460,16,32,SUCCESS,663,0.20273066666666667
308,2026-02-16 03:45:32.172156,mobile-app,624,13174,376,374,8,8,SUCCESS,5008,0.6499271111111111
309,2025-12-11 03:45:32.172158,mobile-app,3282,3090,620,356,8,32,SUCCESS,1283,0.25545955555555555
310,2026-02-18 03:45:32.172160,web-app,4833,7255,293,172,2,32,SUCCESS,4996,0.595079111111111
311,2025-11-27 03:45:32.172162,api-gateway,2682,4593,38,360,8,32,SUCCESS,1308,0.26043733333333335
312,2026-01-16 03:45:32.172163,microservice-a,3878,9435,330,152,4,16,SUCCESS,5054,0.5031537777777778
313,2026-01-29 03:45:32.172165,mobile-app,3280,1033,173,409,8,8,SUCCESS,4876,0.6327964444444444
314,2025-10-22 03:45:32.172167,microservice-a,538,1560,409,262,2,4,SUCCESS,38417,1.468383111111111
315,2026-03-14 03:45:32.172169,microservice-a,1397,14240,279,278,16,4,SUCCESS,5093,1.145359111111111
316,2026-02-11 03:45:32.172170,api-gateway,3731,2823,639,378,16,4,SUCCESS,4909,1.1039795555555556
317,2026-01-28 03:45:32.172172,api-gateway,3223,10804,590,300,8,4,SUCCESS,9895,1.1698088888888887
318,2026-03-01 03:45:32.172174,mobile-app,4639,385,144,468,4,32,SUCCESS,2455,0.3578844444444444
319,2025-09-27 03:45:32.172175,api-gateway,1717,364,373,196,2,8,SUCCESS,19316,0.9615075555555556
320,2025-10-11 03:45:32.172177,api-gateway,1687,10659,292,414,4,8,SUCCESS,9805,0.7495377777777777
321,2026-01-31 03:45:32.172179,api-gateway,4164,6916,638,447,2,16,SUCCESS,9803,0.7145297777777776
322,2025-11-21 03:45:32.172180,microservice-a,3603,11739,264,468,8,8,SUCCESS,5029,0.6526524444444445
323,2026-03-12 03:45:32.172182,mobile-app,1050,14524,469,423,2,8,SUCCESS,19436,0.967480888888889
324,2025-12-09 03:45:32.172184,web-app,900,14065,266,313,2,8,FAILURE,19493,0.9703182222222222
325,2025-11-14 03:45:32.172185,microservice-a,1438,13614,539,300,8,16,SUCCESS,2716,0.41524622222222224
326,2026-02-09 03:45:32.172187,api-gateway,3762,13208,160,95,4,4,SUCCESS,19435,1.2611155555555555
327,2026-02-22 03:45:32.172189,microservice-a,1417,1862,381,175,8,8,SUCCESS,4874,0.6325368888888889
328,2025-12-15 03:45:32.172190,api-gateway,871,11340,27,424,2,16,FAILURE,9822,0.7159146666666666
329,2026-01-31 03:45:32.172192,api-gateway,504,10673,497,471,8,16,SUCCESS,2576,0.39384177777777774
330,2025-12-13 03:45:32.172194,microservice-a,1674,10561,371,417,2,32,SUCCESS,5054,0.6019875555555555
331,2025-12-09 03:45:32.172196,mobile-app,2822,140,514,123,8,16,SUCCESS,2466,0.377024
332,2025-11-22 03:45:32.172197,api-gateway,3776,5927,625,442,16,4,SUCCESS,5014,1.1275928888888889
333,2025-10-09 03:45:32.172199,mobile-app,3197,8359,446,489,16,8,SUCCESS,2624,0.6204302222222222
334,2025-10-08 03:45:32.172201,web-app,4139,1087,58,365,8,16,SUCCESS,2489,0.38054044444444446
335,2026-01-10 03:45:32.172202,api-gateway,4856,14187,612,425,4,4,SUCCESS,19543,1.2681235555555557
336,2025-11-10 03:45:32.172204,mobile-app,2240,14949,206,192,2,16,SUCCESS,9850,0.7179555555555555
337,2026-02-28 03:45:32.172206,mobile-app,966,7904,615,216,16,16,SUCCESS,1371,0.3558506666666667
338,2026-02-21 03:45:32.172207,web-app,4036,7889,619,265,4,16,SUCCESS,5084,0.5061404444444445
339,2026-01-23 03:45:32.172209,mobile-app,2925,5817,773,244,2,16,SUCCESS,9725,0.7088444444444444
340,2026-01-19 03:45:32.172211,mobile-app,1490,12300,112,451,16,16,SUCCESS,1382,0.3587057777777778
341,2026-01-10 03:45:32.172212,web-app,4450,14043,105,364,16,4,FAILURE,5130,1.15368
342,2025-12-04 03:45:32.172214,api-gateway,785,3298,63,12,8,8,FAILURE,4873,0.6324071111111111
343,2025-09-25 03:45:32.172216,mobile-app,3618,5474,156,217,2,8,FAILURE,19339,0.9626524444444445
344,2026-02-22 03:45:32.172218,mobile-app,3388,4890,440,206,4,8,SUCCESS,9733,0.7440337777777777
345,2025-11-24 03:45:32.172221,mobile-app,3065,7283,93,350,4,8,SUCCESS,9829,0.7513724444444444
346,2026-02-14 03:45:32.172223,microservice-a,2939,2624,567,134,4,4,SUCCESS,19369,1.2568328888888889
347,2025-09-24 03:45:32.172224,web-app,1011,9377,632,147,2,32,SUCCESS,4957,0.5904337777777777
348,2025-12-22 03:45:32.172226,microservice-a,3039,2579,531,348,4,32,SUCCESS,2494,0.36356977777777777
349,2025-10-18 03:45:32.172228,web-app,3898,9985,175,34,4,4,SUCCESS,19442,1.261569777777778
350,2025-11-11 03:45:32.172229,api-gateway,1076,10607,274,77,4,4,SUCCESS,19411,1.2595582222222221
351,2025-10-14 03:45:32.172231,api-gateway,3915,5254,190,70,8,16,SUCCESS,2530,0.38680888888888887
352,2025-11-08 03:45:32.172233,mobile-app,2913,878,747,38,8,16,SUCCESS,2495,0.3814577777777778
353,2026-03-01 03:45:32.172234,web-app,2551,12881,189,392,2,16,FAILURE,9857,0.7184657777777776
354,2025-12-04 03:45:32.172236,api-gateway,1997,9877,783,28,2,8,SUCCESS,19419,0.9666346666666668
355,2025-10-08 03:45:32.172238,web-app,1227,1592,341,180,4,16,SUCCESS,4871,0.4849351111111111
356,2025-11-01 03:45:32.172240,api-gateway,4810,14178,586,459,8,32,FAILURE,1595,0.3175822222222222
357,2026-02-03 03:45:32.172241,microservice-a,61,760,475,83,16,8,SUCCESS,2465,0.5828355555555556
358,2025-09-23 03:45:32.172243,api-gateway,4449,1448,622,70,16,16,SUCCESS,1298,0.33690311111111115
359,2026-02-07 03:45:32.172245,microservice-a,3414,13715,632,436,4,8,SUCCESS,9853,0.7532071111111112
360,2025-09-29 03:45:32.172246,api-gateway,3072,9591,174,162,4,32,SUCCESS,2591,0.37771022222222217
361,2026-02-20 03:45:32.172248,mobile-app,3421,12232,368,285,8,16,FAILURE,2696,0.41218844444444447
362,2025-12-09 03:45:32.172250,microservice-a,2880,10278,470,57,8,32,SUCCESS,1395,0.27776
363,2026-01-27 03:45:32.172251,api-gateway,92,7951,672,220,8,32,SUCCESS,1358,0.2703928888888889
364,2025-10-16 03:45:32.172253,mobile-app,993,7256,192,352,2,32,SUCCESS,4898,0.5834062222222222
365,2025-10-17 03:45:32.172255,microservice-a,2440,2144,29,417,2,16,SUCCESS,9648,0.703232
366,2026-03-05 03:45:32.172256,mobile-app,2595,7468,759,148,4,4,FAILURE,19446,1.2618293333333332
367,2026-01-17 03:45:32.172258,web-app,2461,3616,284,119,2,16,SUCCESS,9726,0.7089173333333333
368,2025-11-03 03:45:32.172260,web-app,1054,14316,457,491,8,32,SUCCESS,1516,0.3018524444444444
369,2026-01-20 03:45:32.172261,microservice-a,70,13735,779,192,8,16,SUCCESS,2629,0.4019448888888889
370,2026-02-10 03:45:32.172263,api-gateway,456,9350,266,37,2,32,SUCCESS,5001,0.5956746666666666
371,2025-09-26 03:45:32.172265,microservice-a,1064,9268,686,206,16,4,FAILURE,4961,1.1156737777777779
372,2026-02-26 03:45:32.172266,mobile-app,4481,4677,565,200,4,8,SUCCESS,9772,0.7470151111111112
373,2026-01-12 03:45:32.172268,api-gateway,1888,827,518,324,16,4,SUCCESS,4832,1.0866631111111111
374,2026-03-10 03:45:32.172270,web-app,3238,10819,148,398,4,4,SUCCESS,19413,1.259688
375,2025-10-25 03:45:32.172271,api-gateway,764,11428,691,60,16,8,SUCCESS,2676,0.6327253333333333
376,2025-10-27 03:45:32.172273,web-app,4196,13419,620,158,2,16,SUCCESS,9858,0.7185386666666665
377,2025-11-23 03:45:32.172275,api-gateway,3904,7568,624,277,4,8,FAILURE,9837,0.751984
378,2025-10-26 03:45:32.172276,api-gateway,4469,442,346,59,4,16,SUCCESS,4955,0.4932977777777778
379,2025-12-16 03:45:32.172278,api-gateway,4934,1547,772,397,4,16,FAILURE,4975,0.4952888888888889
380,2025-12-10 03:45:32.172280,mobile-app,190,10671,423,255,8,32,SUCCESS,1390,0.2767644444444445
381,2026-01-11 03:45:32.172281,mobile-app,4615,6681,648,122,8,32,SUCCESS,1483,0.29528177777777775
382,2026-02-14 03:45:32.172283,microservice-a,4932,11951,625,179,16,8,SUCCESS,2694,0.6369813333333333
383,2025-12-22 03:45:32.172285,microservice-a,1013,6417,694,477,2,4,SUCCESS,38576,1.4744604444444445
384,2026-01-26 03:45:32.172286,web-app,422,14994,630,175,8,8,FAILURE,5090,0.660568888888889
385,2025-10-16 03:45:32.172288,mobile-app,3685,626,644,418,4,16,SUCCESS,4884,0.48622933333333335
386,2026-01-14 03:45:32.172290,web-app,2591,10188,378,23,8,32,SUCCESS,1431,0.284928
387,2025-11-13 03:45:32.172291,microservice-a,3660,13046,622,212,2,8,SUCCESS,19447,0.9680284444444444
388,2025-10-19 03:45:32.172293,web-app,1742,10365,737,297,8,8,SUCCESS,5051,0.6555075555555555
389,2026-01-19 03:45:32.172295,microservice-a,155,13207,36,404,4,32,SUCCESS,2553,0.3721706666666666
390,2026-01-19 03:45:32.172296,mobile-app,1731,6848,293,198,16,32,SUCCESS,759,0.23208533333333334
391,2025-12-22 03:45:32.172298,api-gateway,4147,505,704,411,4,32,SUCCESS,2563,0.37362844444444443
392,2026-01-28 03:45:32.172300,mobile-app,4066,14667,135,164,2,16,SUCCESS,9938,0.7243697777777777
393,2025-09-19 03:45:32.172301,web-app,2686,14968,712,64,16,32,SUCCESS,965,0.29507555555555554
394,2025-09-29 03:45:32.172303,web-app,2187,8086,110,191,8,4,SUCCESS,9775,1.155622222222222
395,2026-01-07 03:45:32.172305,mobile-app,3466,9865,101,219,8,8,SUCCESS,5049,0.655248
396,2026-03-03 03:45:32.172306,mobile-app,4495,14199,343,385,8,32,SUCCESS,1490,0.2966755555555555
397,2026-01-23 03:45:32.172308,microservice-a,3580,12892,133,480,16,32,FAILURE,843,0.25777066666666665
398,2025-12-07 03:45:32.172310,web-app,1336,3840,788,84,4,16,SUCCESS,4901,0.4879217777777778
399,2026-03-10 03:45:32.172311,web-app,3229,12566,77,286,16,16,SUCCESS,1489,0.3864782222222222
400,2026-01-24 03:45:32.172313,mobile-app,3704,12519,173,437,16,8,SUCCESS,2655,0.62776
401,2026-01-17 03:45:32.172315,api-gateway,2409,1946,423,142,2,4,SUCCESS,38474,1.470561777777778
402,2025-11-30 03:45:32.172316,web-app,494,1578,647,352,16,8,SUCCESS,2519,0.5956035555555556
403,2026-03-13 03:45:32.172318,api-gateway,85,10687,285,434,8,32,SUCCESS,1407,0.2801493333333333
404,2025-12-05 03:45:32.172320,mobile-app,1525,14975,334,68,4,4,SUCCESS,19470,1.2633866666666667
405,2026-03-12 03:45:32.172322,mobile-app,4007,871,734,354,4,4,SUCCESS,19299,1.2522906666666667
406,2025-11-29 03:45:32.172323,microservice-a,1848,5625,60,498,4,4,SUCCESS,19274,1.2506684444444445
407,2025-11-22 03:45:32.172325,web-app,1895,14511,124,191,8,4,FAILURE,9887,1.168863111111111
408,2025-12-14 03:45:32.172326,api-gateway,1458,8870,212,467,8,8,FAILURE,4913,0.6375982222222222
409,2026-01-30 03:45:32.172328,microservice-a,1758,11193,420,415,8,16,SUCCESS,2667,0.40775466666666665
410,2025-12-09 03:45:32.172330,web-app,2988,13903,297,348,8,16,SUCCESS,2727,0.41692799999999997
411,2026-01-22 03:45:32.172331,microservice-a,1350,293,373,330,8,32,FAILURE,1216,0.24211911111111112
412,2025-10-01 03:45:32.172333,mobile-app,1293,2107,768,73,16,16,SUCCESS,1333,0.34598755555555555
413,2026-01-25 03:45:32.172335,web-app,4026,1285,752,336,8,16,FAILURE,2478,0.3788586666666667
414,2025-10-25 03:45:32.172336,microservice-a,3147,2494,599,269,8,16,SUCCESS,2572,0.3932302222222222
415,2026-03-05 03:45:32.172338,microservice-a,4666,11290,728,202,8,16,FAILURE,2739,0.41876266666666667
416,2025-11-24 03:45:32.172340,api-gateway,59,13772,275,152,8,32,SUCCESS,1381,0.27497244444444446
417,2025-11-14 03:45:32.172341,microservice-a,2475,10084,670,113,4,8,FAILURE,9831,0.7515253333333334
418,2025-12-02 03:45:32.172343,web-app,1710,9402,680,469,8,4,SUCCESS,9753,1.1530213333333332
419,2025-10-11 03:45:32.172345,web-app,2681,4105,118,415,16,16,SUCCESS,1312,0.3405368888888889
420,2025-10-22 03:45:32.172346,api-gateway,4865,7529,607,223,16,8,FAILURE,2624,0.6204302222222222
421,2025-10-24 03:45:32.172348,web-app,1122,2361,301,251,16,16,SUCCESS,1296,0.336384
422,2025-11-18 03:45:32.172350,mobile-app,3275,3836,422,440,2,16,SUCCESS,9776,0.7125617777777776
423,2026-01-14 03:45:32.172351,web-app,1366,12085,128,218,4,4,SUCCESS,19373,1.2570924444444445
424,2026-02-27 03:45:32.172353,web-app,4195,10228,719,102,8,4,SUCCESS,9873,1.167208
425,2025-12-16 03:45:32.172355,microservice-a,3733,6816,218,439,2,4,SUCCESS,38564,1.4740017777777776
426,2026-01-19 03:45:32.172356,microservice-a,3323,4975,322,151,8,16,SUCCESS,2516,0.3846684444444444
427,2025-12-18 03:45:32.172358,web-app,195,12649,346,443,2,16,FAILURE,9863,0.718903111111111
428,2025-11-21 03:45:32.172360,api-gateway,3090,9021,173,413,2,16,SUCCESS,9769,0.7120515555555554
429,2026-01-15 03:45:32.172362,microservice-a,1512,4478,571,443,16,4,SUCCESS,4866,1.0943093333333331
430,2026-02-23 03:45:32.172387,api-gateway,4726,7915,664,121,16,32,SUCCESS,817,0.24982044444444446
431,2025-11-11 03:45:32.172393,web-app,1634,13878,424,426,2,8,SUCCESS,19427,0.9670328888888888
432,2025-11-01 03:45:32.172396,web-app,532,3551,481,384,16,32,SUCCESS,696,0.21282133333333333
433,2025-10-29 03:45:32.172398,mobile-app,3229,12749,151,68,2,16,FAILURE,9843,0.7174453333333333
434,2025-11-09 03:45:32.172399,microservice-a,1299,7716,103,52,4,16,SUCCESS,4952,0.4929991111111111
435,2026-01-19 03:45:32.172401,web-app,4818,12828,418,216,16,32,SUCCESS,945,0.28896
436,2025-11-16 03:45:32.172403,mobile-app,680,10432,773,277,16,16,FAILURE,1348,0.3498808888888889
437,2026-03-17 03:45:32.172405,microservice-a,711,9936,647,305,16,8,SUCCESS,2585,0.6112088888888889
438,2026-02-12 03:45:32.172407,web-app,3553,2900,128,127,4,16,FAILURE,4864,0.48423822222222224
439,2025-12-12 03:45:32.172408,web-app,2902,13254,240,29,2,8,SUCCESS,19420,0.9666844444444445
440,2025-11-12 03:45:32.172410,microservice-a,2516,13835,572,231,8,32,FAILURE,1444,0.2875164444444444
441,2025-11-20 03:45:32.172412,microservice-a,1037,8433,387,175,16,32,SUCCESS,717,0.21924266666666667
442,2026-01-29 03:45:32.172413,microservice-a,1596,5510,166,140,2,16,FAILURE,9709,0.7076782222222222
443,2025-12-19 03:45:32.172415,web-app,699,1555,131,165,4,8,SUCCESS,9607,0.7344017777777778
444,2025-11-21 03:45:32.172417,web-app,1018,6992,634,193,8,16,SUCCESS,2552,0.39017244444444443
445,2025-11-09 03:45:32.172418,mobile-app,2687,14263,577,99,16,4,SUCCESS,5150,1.1581777777777778
446,2026-03-02 03:45:32.172420,api-gateway,1150,14235,513,103,4,4,SUCCESS,19436,1.2611804444444445
447,2026-01-08 03:45:32.172422,microservice-a,490,5908,524,22,4,4,SUCCESS,19339,1.2548862222222223
448,2026-02-24 03:45:32.172424,web-app,819,6896,494,470,8,4,SUCCESS,9777,1.1558586666666666
449,2025-12-15 03:45:32.172425,web-app,1393,4896,290,331,2,16,SUCCESS,9659,0.7040337777777778
450,2026-01-01 03:45:32.172427,microservice-a,4408,5193,440,302,16,4,SUCCESS,5025,1.1300666666666666
451,2025-10-15 03:45:32.172429,api-gateway,3779,10388,726,442,16,8,SUCCESS,2628,0.6213759999999999
452,2025-10-25 03:45:32.172430,microservice-a,3956,1425,386,239,2,32,SUCCESS,4961,0.5909102222222222
453,2025-09-20 03:45:32.172432,api-gateway,1627,5076,299,331,2,32,SUCCESS,4939,0.5882897777777777
454,2025-12-22 03:45:32.172434,web-app,4058,9505,302,301,2,4,FAILURE,38634,1.4766773333333334
455,2026-02-17 03:45:32.172435,api-gateway,3401,1259,59,447,8,4,SUCCESS,9675,1.1438
456,2026-01-08 03:45:32.172437,mobile-app,4845,4750,208,35,8,4,SUCCESS,9771,1.1551493333333334
457,2026-01-30 03:45:32.172439,web-app,2399,12791,183,84,16,16,SUCCESS,1390,0.3607822222222222
458,2025-12-14 03:45:32.172440,mobile-app,3652,5087,555,465,8,32,SUCCESS,1369,0.2725831111111111
459,2025-10-25 03:45:32.172442,microservice-a,1291,4797,555,373,4,4,FAILURE,19348,1.2554702222222223
460,2025-09-23 03:45:32.172444,microservice-a,1175,14218,23,433,16,8,SUCCESS,2607,0.6164106666666666
461,2025-12-23 03:45:32.172446,microservice-a,2651,440,309,308,8,4,SUCCESS,9683,1.1447457777777776
462,2026-02-07 03:45:32.172447,api-gateway,1240,3928,452,159,2,32,SUCCESS,4933,0.587575111111111
463,2025-12-08 03:45:32.172449,web-app,4181,2068,490,157,4,4,SUCCESS,19382,1.2576764444444444
464,2026-02-13 03:45:32.172451,microservice-a,4889,803,200,17,2,32,SUCCESS,4976,0.5926968888888888
465,2025-12-07 03:45:32.172452,microservice-a,4498,12705,267,38,16,4,SUCCESS,5065,1.1390622222222222
466,2026-02-23 03:45:32.172454,web-app,122,5582,647,305,2,8,SUCCESS,19329,0.9621546666666666
467,2026-03-08 03:45:32.172456,microservice-a,1964,10721,298,483,8,4,SUCCESS,9841,1.163424888888889
468,2026-01-08 03:45:32.172457,mobile-app,2522,6476,600,423,8,8,SUCCESS,4966,0.6444764444444445
469,2025-12-08 03:45:32.172459,web-app,3096,1900,273,218,16,8,SUCCESS,2527,0.5974951111111111
470,2026-02-12 03:45:32.172461,web-app,757,5563,200,137,2,4,FAILURE,38463,1.4701413333333333
471,2025-09-19 03:45:32.172462,web-app,1854,13960,700,349,16,8,SUCCESS,2734,0.6464391111111111
472,2025-10-31 03:45:32.172464,mobile-app,3763,5012,528,125,2,16,FAILURE,9831,0.7165706666666666
473,2025-10-22 03:45:32.172466,web-app,2614,4748,780,448,4,4,SUCCESS,19377,1.257352
474,2025-12-12 03:45:32.172467,mobile-app,2525,955,719,153,8,4,SUCCESS,9716,1.148647111111111
475,2026-03-17 03:45:32.172469,web-app,3660,10104,585,439,16,8,FAILURE,2702,0.6388728888888888
476,2026-01-08 03:45:32.172471,api-gateway,4305,2966,345,327,4,8,SUCCESS,9792,0.7485440000000001
477,2026-03-14 03:45:32.172473,microservice-a,2873,11934,376,244,4,4,SUCCESS,19433,1.2609857777777778
478,2026-03-02 03:45:32.172474,api-gateway,1785,282,669,16,16,16,FAILURE,1301,0.33768177777777775
479,2026-02-22 03:45:32.172476,microservice-a,1635,3212,699,473,16,8,FAILURE,2500,0.591111111111111
480,2025-12-28 03:45:32.172478,mobile-app,116,5770,410,54,4,8,SUCCESS,9744,0.7448746666666667
481,2026-03-16 03:45:32.172479,api-gateway,3111,4592,634,452,2,32,SUCCESS,4989,0.5942453333333333
482,2025-11-10 03:45:32.172481,web-app,2478,5923,104,248,4,16,SUCCESS,4994,0.4971804444444444
483,2025-10-09 03:45:32.172483,microservice-a,4203,1617,336,449,16,16,FAILURE,1311,0.3402773333333334
484,2025-12-24 03:45:32.172484,microservice-a,391,5102,231,441,4,4,SUCCESS,19278,1.250928
485,2025-10-17 03:45:32.172486,api-gateway,2824,1456,534,164,2,16,SUCCESS,9653,0.7035964444444444
486,2025-10-29 03:45:32.172488,mobile-app,2867,10466,403,190,8,4,FAILURE,9877,1.1676808888888888
487,2025-09-21 03:45:32.172489,api-gateway,2711,3729,710,224,8,32,SUCCESS,1398,0.2783573333333333
488,2025-10-06 03:45:32.172491,mobile-app,1282,3728,361,97,4,16,SUCCESS,4925,0.49031111111111114
489,2025-11-14 03:45:32.172493,mobile-app,3924,12388,57,265,2,8,SUCCESS,19456,0.9684764444444445
490,2026-02-13 03:45:32.172494,microservice-a,2451,11531,530,82,8,32,SUCCESS,1464,0.2914986666666667
491,2025-10-08 03:45:32.172496,api-gateway,1544,11983,439,428,4,4,FAILURE,19431,1.260856
492,2025-09-20 03:45:32.172498,api-gateway,4261,8310,770,188,4,32,SUCCESS,2683,0.39112177777777773
493,2025-09-28 03:45:32.172499,mobile-app,711,11695,188,221,2,4,SUCCESS,38652,1.4773653333333332
494,2025-12-07 03:45:32.172501,api-gateway,3933,12971,362,302,16,32,SUCCESS,845,0.25838222222222224
495,2026-03-06 03:45:32.172503,web-app,3669,12843,325,243,4,4,SUCCESS,19457,1.2625431111111112
496,2026-01-10 03:45:32.172505,web-app,1918,11296,561,474,16,16,FAILURE,1487,0.38595911111111114
497,2026-01-12 03:45:32.172506,api-gateway,2384,6232,721,248,16,8,SUCCESS,2579,0.6097902222222221
498,2025-10-08 03:45:32.172508,api-gateway,3424,9424,556,232,8,4,SUCCESS,9845,1.1638977777777777
499,2025-10-01 03:45:32.172510,mobile-app,1066,11631,131,128,16,32,SUCCESS,827,0.2528782222222222
