build_id,timestamp,hour,day_of_week,repo_size_mb,num_files,test_count,dependencies,cpu_cores,memory_gb,cache_hit_rate,branch_type,build_time_minutes,status,cost_usd
build_01509,2025-12-30T00:35:17.543926,0,1,1633.38,165,347,32,2,8,0.931,main,305.98,success,0.459
build_01510,2025-12-21T07:35:17.543926,7,6,240.87,159,82,42,8,4,0.476,release,80.01,success,0.2934
build_01511,2025-11-14T06:35:17.543926,6,4,264.81,765,18,62,4,4,0.885,feature,48.1,success,0.0962
build_01512,2025-11-06T08:35:17.543926,8,3,2545.82,2302,380,57,4,8,0.718,feature,445.88,success,1.0404
build_01513,2025-07-26T13:35:17.543926,13,5,1768.26,1925,83,40,8,4,0.497,feature,249.13,success,0.9135
build_01514,2025-09-18T19:35:17.543926,19,3,192.69,567,432,51,4,8,0.776,hotfix,164.59,success,0.384
build_01515,2025-10-02T16:35:17.543926,16,3,1861.08,1918,432,23,4,8,0.711,main,568.08,success,1.3255
build_01516,2025-10-10T23:35:17.543926,23,4,260.55,534,128,35,16,8,0.664,feature,50.84,success,0.3728
build_01517,2025-10-02T18:35:17.543926,18,3,32.54,241,93,40,4,16,0.532,feature,51.84,success,0.1555
build_01518,2025-09-24T23:35:17.543926,23,2,1150.16,269,20,44,16,4,0.949,hotfix,52.81,success,0.3696
build_01519,2026-01-16T18:35:17.543926,18,4,1892.85,131,570,27,4,8,0.889,feature,356.29,success,0.8313
build_01520,2025-08-24T01:35:17.543926,1,6,9929.81,378,75,51,8,32,0.61,feature,286.4,success,1.7184
build_01521,2026-01-13T14:35:17.543926,14,1,281.64,141,93,44,4,8,0.643,main,110.33,success,0.2574
build_01522,2025-10-08T01:35:17.543926,1,2,1376.3,1637,385,22,2,8,0.842,main,400.11,success,0.6002
build_01523,2025-08-20T02:35:17.543926,2,2,736.69,169,460,44,2,4,0.918,feature,296.74,success,0.3462
build_01524,2026-01-16T01:35:17.543926,1,4,104.76,1300,21,34,16,4,0.642,feature,48.04,success,0.3363
build_01525,2025-11-03T22:35:17.543926,22,0,2643.86,386,95,52,4,32,0.536,feature,162.61,success,0.7046
build_01526,2025-07-28T23:35:17.543926,23,0,96.15,291,622,31,2,4,0.875,feature,284.28,success,0.3317
build_01527,2025-08-06T11:35:17.543926,11,2,3890.87,253,2604,45,8,4,0.948,feature,1442.59,success,5.2895
build_01528,2026-01-10T17:35:17.543926,17,5,3150.95,567,345,40,8,8,0.742,feature,339.07,success,1.3563
build_01529,2025-09-25T01:35:17.543926,1,3,5353.93,188,124,46,4,8,0.876,feature,301.5,success,0.7035
build_01530,2026-01-18T10:35:17.543926,10,6,354.5,1905,199,31,2,32,0.599,hotfix,141.19,success,0.4942
build_01531,2025-10-08T02:35:17.543926,2,2,28995.6,2088,248,39,16,32,0.689,feature,454.73,success,4.2441
build_01532,2026-01-08T06:35:17.543926,6,3,59.06,504,141,47,2,32,0.599,hotfix,54.88,failed,0.1921
build_01533,2025-10-04T17:35:17.543926,17,5,3746.14,244,29,42,2,16,0.469,feature,340.34,success,0.7374
build_01534,2025-09-05T05:35:17.543926,5,4,1185.88,155,100,63,2,8,0.834,release,149.56,success,0.2243
build_01535,2025-09-07T04:35:17.543926,4,6,208.48,363,1442,30,4,4,0.764,feature,733.44,failed,1.4669
build_01536,2025-12-17T18:35:17.543926,18,2,467.08,131,854,53,4,32,0.945,main,288.19,success,1.2488
build_01537,2025-08-10T15:35:17.543926,15,6,699.54,1611,34,39,16,16,0.773,hotfix,35.9,success,0.2872
build_01538,2025-08-18T15:35:17.543926,15,0,70.18,441,281,85,4,32,0.549,feature,126.86,success,0.5497
build_01539,2025-11-30T11:35:17.543926,11,6,6056.35,296,183,32,2,8,0.605,feature,644.23,success,0.9664
build_01540,2025-08-09T22:35:17.543926,22,5,90.94,288,250,58,4,4,0.688,main,151.66,success,0.3033
build_01541,2025-08-24T23:35:17.543926,23,6,2698.91,3612,21,47,2,8,0.539,main,371.6,success,0.5574
build_01542,2025-11-06T02:35:17.543926,2,3,46.25,721,29,47,2,8,0.616,feature,47.46,success,0.0712
build_01543,2025-11-09T09:35:17.543926,9,6,29.52,1092,63,40,8,4,0.847,feature,71.73,success,0.263
build_01544,2025-08-31T01:35:17.543926,1,6,174.93,100,79,54,2,8,0.453,release,101.56,success,0.1523
build_01545,2025-08-18T08:35:17.543926,8,0,612.27,365,169,44,4,16,0.633,feature,107.98,success,0.324
build_01546,2025-09-20T20:35:17.543926,20,5,3537.5,221,560,59,2,8,0.451,feature,635.1,success,0.9526
build_01547,2025-09-19T05:35:17.543926,5,4,4333.51,1032,85,41,2,8,0.898,feature,322.32,success,0.4835
build_01548,2025-08-11T00:35:17.543926,0,0,1807.51,49,324,40,2,32,0.98,main,189.97,success,0.6649
build_01549,2025-09-02T04:35:17.543926,4,1,202.7,1350,85,41,16,8,0.741,feature,49.49,success,0.363
build_01550,2025-08-17T09:35:17.543926,9,6,9713.79,351,36,47,8,32,0.877,feature,268.0,success,1.608
build_01551,2025-09-30T11:35:17.543926,11,1,4896.66,794,14,37,8,4,0.806,feature,434.38,success,1.5927
build_01552,2025-09-27T22:35:17.543926,22,5,221.41,182,221,30,8,8,0.71,feature,97.55,success,0.3902
build_01553,2025-08-26T18:35:17.543926,18,1,3400.57,89,114,34,4,4,0.705,feature,260.57,success,0.5211
build_01554,2025-07-28T20:35:17.543926,20,0,176.26,51,678,49,4,8,0.726,hotfix,208.45,success,0.4864
build_01555,2025-10-24T03:35:17.543926,3,4,6591.23,1565,62,43,8,8,0.813,feature,363.3,success,1.4532
build_01556,2025-11-17T21:35:17.543926,21,0,4103.06,92,80,34,8,8,0.418,release,298.85,success,1.1954
build_01557,2025-10-11T06:35:17.543926,6,5,334.41,566,187,44,8,32,0.394,main,53.94,success,0.3237
build_01558,2025-10-19T15:35:17.543926,15,6,515.01,637,272,52,16,8,0.853,feature,102.97,success,0.7551
build_01559,2025-10-20T08:35:17.543926,8,0,725.07,1182,66,35,2,32,0.588,release,119.99,success,0.42
build_01560,2025-12-10T08:35:17.543926,8,2,675.83,698,425,28,2,16,0.742,feature,252.44,success,0.5469
build_01561,2025-09-20T08:35:17.543926,8,5,10828.86,257,201,65,2,4,0.647,release,1114.11,success,1.2998
build_01562,2025-12-02T05:35:17.543926,5,1,6279.76,631,13,62,16,8,0.889,main,224.24,success,1.6444
build_01563,2025-11-12T21:35:17.543926,21,2,599.19,431,52,41,8,8,0.531,feature,65.29,success,0.2612
build_01564,2025-08-19T05:35:17.543926,5,1,8032.49,313,818,39,2,16,0.923,feature,762.41,success,1.6519
build_01565,2025-10-26T17:35:17.543926,17,6,770.87,333,132,51,16,4,0.607,main,150.06,failed,1.0504
build_01566,2025-11-18T11:35:17.543926,11,1,41733.95,151,10,35,2,4,0.712,feature,3190.13,success,3.7218
build_01567,2025-12-25T04:35:17.543926,4,3,15009.92,392,109,39,2,32,0.96,feature,633.83,success,2.2184
build_01568,2025-07-31T04:35:17.543926,4,3,365.52,394,518,51,4,4,0.894,feature,242.03,success,0.4841
build_01569,2025-11-03T16:35:17.543926,16,0,4679.09,1605,25,65,2,16,0.735,feature,441.46,failed,0.9565
build_01570,2025-09-15T13:35:17.543926,13,0,103.74,911,181,38,8,16,0.761,feature,80.24,success,0.3745
build_01571,2026-01-19T19:35:17.543926,19,0,4767.34,793,537,46,2,8,0.638,feature,756.41,success,1.1346
build_01572,2026-01-05T11:35:17.543926,11,0,474.66,290,30,55,8,16,0.492,hotfix,38.95,success,0.1818
build_01573,2025-09-23T03:35:17.543926,3,1,749.17,734,108,64,2,4,0.922,main,151.35,success,0.1766
build_01574,2025-08-26T20:35:17.543926,20,1,1353.26,1627,52,30,2,16,0.513,main,218.17,success,0.4727
build_01575,2025-12-16T19:35:17.543926,19,1,3385.85,250,43,64,2,8,0.707,feature,248.11,success,0.3722
build_01576,2025-12-16T13:35:17.543926,13,1,39.21,189,87,63,16,8,0.797,feature,31.84,success,0.2335
build_01577,2025-09-22T12:35:17.543926,12,0,2219.96,632,131,30,4,4,0.734,feature,297.28,success,0.5946
build_01578,2025-10-15T12:35:17.543926,12,2,5215.86,2146,536,35,4,8,0.436,feature,890.92,success,2.0788
build_01579,2025-08-06T14:35:17.543926,14,2,170.79,1563,16,26,4,4,0.468,feature,98.38,failed,0.1968
build_01580,2025-10-14T05:35:17.543926,5,1,2797.19,71,60,37,4,32,0.809,main,124.55,success,0.5397
build_01581,2025-09-22T05:35:17.543926,5,0,372.81,187,223,56,2,8,0.905,release,180.9,success,0.2714
build_01582,2025-11-08T22:35:17.543926,22,5,448.38,2151,113,63,16,4,0.528,feature,99.14,success,0.694
build_01583,2025-09-19T02:35:17.543926,2,4,1117.28,180,347,56,2,4,0.781,main,333.99,success,0.3897
build_01584,2025-11-22T21:35:17.543926,21,5,923.69,150,251,59,2,8,0.69,feature,204.4,success,0.3066
build_01585,2025-10-31T13:35:17.543926,13,4,726.76,514,89,23,2,8,0.395,main,233.24,success,0.3499
build_01586,2026-01-08T02:35:17.543926,2,3,825.63,400,158,43,4,8,0.706,feature,136.56,success,0.3186
build_01587,2025-11-09T05:35:17.543926,5,6,93.8,803,79,39,16,4,0.538,release,74.14,success,0.519
build_01588,2025-12-03T12:35:17.543926,12,2,4552.75,725,195,41,2,16,0.738,main,671.65,success,1.4552
build_01589,2025-08-26T04:35:17.543926,4,1,124.41,675,287,55,4,16,0.682,main,186.61,success,0.5598
build_01590,2025-10-31T09:35:17.543926,9,4,6206.3,159,220,51,4,8,0.439,feature,836.02,success,1.9507
build_01591,2025-07-27T22:35:17.543926,22,6,179.02,207,63,50,4,4,0.36,hotfix,56.93,success,0.1139
build_01592,2025-11-09T17:35:17.543926,17,6,1449.64,429,648,36,4,8,0.789,feature,498.69,success,1.1636
build_01593,2025-11-16T13:35:17.543926,13,6,9146.61,436,24,36,8,4,0.571,feature,829.49,failed,3.0414
build_01594,2025-07-31T22:35:17.543926,22,3,7316.5,587,41,50,2,16,0.893,release,615.62,success,1.3338
build_01595,2025-10-14T16:35:17.543926,16,1,7669.85,459,252,32,2,8,0.781,release,1104.5,success,1.6567
build_01596,2025-08-09T09:35:17.543926,9,5,4198.52,928,98,45,8,8,0.58,main,435.73,success,1.7429
build_01597,2025-08-07T14:35:17.543926,14,3,354.1,133,734,66,4,8,0.825,feature,403.16,success,0.9407
build_01598,2025-11-17T17:35:17.543926,17,0,538.5,352,14,52,8,32,0.785,feature,28.52,success,0.1711
build_01599,2025-09-02T13:35:17.543926,13,1,11964.02,142,143,33,2,4,0.927,feature,999.93,success,1.1666
build_01600,2025-08-27T00:35:17.543926,0,2,567.04,167,29,38,8,4,0.835,feature,50.11,success,0.1837
build_01601,2025-10-10T19:35:17.543926,19,4,6863.92,83,1278,43,8,8,0.875,feature,696.83,success,2.7873
build_01602,2025-12-03T04:35:17.543926,4,2,561.72,452,374,46,8,16,0.593,hotfix,113.99,success,0.5319
build_01603,2025-12-31T13:35:17.543926,13,2,943.03,331,235,40,4,8,0.738,release,280.51,success,0.6545
build_01604,2025-09-21T20:35:17.543926,20,6,3037.49,2201,53,39,2,32,0.726,feature,198.89,success,0.6961
build_01605,2025-08-20T21:35:17.543926,21,2,313.51,204,191,49,4,8,0.599,feature,127.38,success,0.2972
build_01606,2026-01-08T21:35:17.543926,21,3,1319.47,331,70,45,2,4,0.799,feature,142.72,success,0.1665
build_01607,2026-01-02T18:35:17.543926,18,4,1339.35,1884,1003,22,4,4,0.704,feature,652.84,success,1.3057
build_01608,2025-12-13T02:35:17.543926,2,5,338.1,297,305,50,4,8,0.751,feature,148.11,success,0.3456
build_01609,2025-07-27T18:35:17.543926,18,6,350.98,143,157,57,8,4,0.977,hotfix,71.35,success,0.2616
build_01610,2025-11-06T14:35:17.543926,14,3,1076.87,130,124,55,2,8,0.662,release,289.38,success,0.4341
build_01611,2025-10-09T11:35:17.543926,11,3,880.26,748,20,43,8,4,0.87,feature,99.61,success,0.3652
build_01612,2025-10-31T13:35:17.543926,13,4,861.0,31,561,26,2,8,0.801,hotfix,321.56,success,0.4823
build_01613,2025-12-05T13:35:17.543926,13,4,620.91,341,53,27,2,16,0.869,release,111.95,success,0.2425
build_01614,2025-11-20T13:35:17.543926,13,3,348.26,285,15,43,2,16,0.729,feature,45.45,success,0.0985
build_01615,2025-07-31T19:35:17.543926,19,3,615.06,510,305,56,2,16,0.844,hotfix,156.24,success,0.3385
build_01616,2025-09-23T15:35:17.543926,15,1,1339.16,629,992,59,8,32,0.871,feature,239.5,success,1.437
build_01617,2025-11-13T04:35:17.543926,4,3,697.62,2479,230,36,4,4,0.918,main,296.46,success,0.5929
build_01618,2025-08-21T05:35:17.543926,5,3,577.17,1291,689,54,4,16,0.691,feature,286.52,success,0.8596
build_01619,2025-08-29T05:35:17.543926,5,4,655.21,648,496,28,2,8,0.93,hotfix,212.07,success,0.3181
build_01620,2025-09-09T01:35:17.543926,1,1,279.88,85,47,27,4,8,0.907,feature,38.0,success,0.0887
build_01621,2025-08-22T15:35:17.543926,15,4,867.18,775,55,47,2,8,0.708,main,169.92,success,0.2549
build_01622,2026-01-03T22:35:17.543926,22,5,2012.48,176,120,38,8,8,0.67,feature,123.08,success,0.4923
build_01623,2025-09-07T09:35:17.543926,9,6,13952.51,291,63,49,8,8,0.696,main,1000.95,success,4.0038
build_01624,2025-10-27T14:35:17.543926,14,0,4286.75,704,266,33,2,8,0.753,main,530.78,success,0.7962
build_01625,2026-01-17T07:35:17.543926,7,5,1572.84,362,104,59,4,16,0.732,feature,151.68,success,0.455
build_01626,2025-11-13T11:35:17.543926,11,3,77.26,144,101,52,2,8,0.875,feature,86.64,failed,0.13
build_01627,2025-08-21T12:35:17.543926,12,3,783.31,2552,1326,49,4,4,0.575,feature,1214.2,failed,2.4284
build_01628,2025-09-05T09:35:17.543926,9,4,900.19,618,118,50,4,16,0.451,feature,164.85,success,0.4946
build_01629,2025-09-05T10:35:17.543926,10,4,57.22,155,378,37,4,8,0.608,feature,256.17,success,0.5977
build_01630,2025-12-15T06:35:17.543926,6,0,396.49,86,90,44,16,16,0.868,main,30.31,success,0.2425
build_01631,2025-11-09T01:35:17.543926,1,6,29.47,561,186,37,8,8,0.87,feature,74.06,success,0.2962
build_01632,2025-11-30T18:35:17.543926,18,6,56.3,334,211,48,4,16,0.711,feature,90.92,success,0.2728
build_01633,2026-01-03T20:35:17.543926,20,5,33.54,331,92,26,8,4,0.807,feature,55.08,failed,0.202
build_01634,2025-10-26T12:35:17.543926,12,6,871.86,702,36,52,2,8,0.708,main,162.04,success,0.2431
build_01635,2025-09-18T06:35:17.543926,6,3,85.37,246,468,31,4,8,0.949,feature,182.6,success,0.4261
build_01636,2025-11-19T20:35:17.543926,20,2,6890.63,97,27,54,2,4,0.856,feature,435.31,failed,0.5079
build_01637,2025-09-27T20:35:17.543926,20,5,3331.9,568,656,31,16,8,0.733,hotfix,275.55,success,2.0207
build_01638,2025-12-17T09:35:17.543926,9,2,695.23,533,310,44,4,16,0.926,feature,176.05,success,0.5282
build_01639,2025-10-20T06:35:17.543926,6,0,7122.27,343,101,32,8,4,0.866,feature,461.49,failed,1.6921
build_01640,2025-11-30T13:35:17.543926,13,6,624.58,1892,164,41,8,16,0.912,feature,104.13,failed,0.4859
build_01641,2025-11-09T10:35:17.543926,10,6,400.99,366,57,31,4,16,0.696,release,67.49,success,0.2025
build_01642,2025-09-18T01:35:17.543926,1,3,212.32,277,212,60,4,8,0.767,feature,149.49,success,0.3488
build_01643,2025-10-10T09:35:17.543926,9,4,958.8,252,144,61,4,32,0.889,feature,86.37,success,0.3743
build_01644,2025-10-23T06:35:17.543926,6,3,267.39,242,967,42,8,8,0.468,feature,438.9,success,1.7556
build_01645,2025-10-26T15:35:17.543926,15,6,6969.96,1311,266,36,2,4,0.698,feature,852.07,failed,0.9941
build_01646,2025-10-21T10:35:17.543926,10,1,1110.29,691,41,39,2,4,0.633,feature,180.3,failed,0.2104
build_01647,2025-10-11T15:35:17.543926,15,5,8105.55,773,483,33,8,16,0.812,feature,494.17,success,2.3061
build_01648,2025-08-01T14:35:17.543926,14,4,1177.76,150,118,30,2,8,0.839,main,224.24,success,0.3364
build_01649,2025-08-18T17:35:17.543926,17,0,560.44,139,558,50,2,16,0.868,feature,321.46,success,0.6965
build_01650,2026-01-07T22:35:17.543926,22,2,843.14,281,90,40,16,16,0.38,feature,50.78,success,0.4063
build_01651,2025-12-14T01:35:17.543926,1,6,455.88,597,314,33,4,32,0.897,feature,84.75,success,0.3672
build_01652,2025-10-14T13:35:17.543926,13,1,906.7,714,288,54,8,4,0.757,feature,267.27,success,0.98
build_01653,2026-01-18T04:35:17.543926,4,6,24003.35,5953,320,36,4,4,0.646,main,2288.23,failed,4.5765
build_01654,2026-01-19T08:35:17.543926,8,0,539.53,8025,40,20,2,8,0.737,release,422.06,success,0.6331
build_01655,2025-08-16T21:35:17.543926,21,5,134.18,1804,67,56,4,8,0.523,feature,100.58,success,0.2347
build_01656,2025-07-29T22:35:17.543926,22,1,162.47,1216,215,52,16,4,0.735,feature,112.49,success,0.7874
build_01657,2026-01-08T07:35:17.543926,7,3,535.55,130,646,57,8,4,0.875,feature,288.99,success,1.0596
build_01658,2026-01-09T18:35:17.543926,18,4,3462.8,345,1109,48,16,16,0.819,hotfix,190.71,success,1.5256
build_01659,2025-10-20T23:35:17.543926,23,0,4741.06,1327,86,39,2,8,0.939,feature,303.62,success,0.4554
build_01660,2025-08-18T09:35:17.543926,9,0,6478.44,754,78,80,2,16,0.562,main,717.66,success,1.5549
build_01661,2025-10-07T14:35:17.543926,14,1,4509.86,1488,494,80,8,32,0.877,feature,231.62,success,1.3897
build_01662,2025-09-18T22:35:17.543926,22,3,4202.99,164,61,25,4,8,0.79,feature,234.08,success,0.5462
build_01663,2025-07-25T14:35:17.543926,14,4,9674.53,178,165,52,8,4,0.818,feature,799.12,failed,2.9301
build_01664,2025-08-03T11:35:17.543926,11,6,252.65,710,57,47,4,4,0.542,feature,90.22,failed,0.1804
build_01665,2025-12-17T07:35:17.543926,7,2,608.28,433,17,39,4,4,0.833,feature,58.53,success,0.1171
build_01666,2026-01-17T16:35:17.543926,16,5,4021.44,568,42,42,16,32,0.544,main,104.96,failed,0.9796
build_01667,2025-09-16T03:35:17.543926,3,1,721.05,283,776,39,4,8,0.86,feature,375.6,success,0.8764
build_01668,2025-08-30T21:35:17.543926,21,5,69.7,673,123,86,8,8,0.746,feature,59.88,success,0.2395
build_01669,2025-09-26T06:35:17.543926,6,4,641.94,196,150,37,4,4,0.959,feature,116.2,success,0.2324
build_01670,2025-11-18T08:35:17.543926,8,1,131.66,167,309,38,8,8,0.837,feature,115.0,failed,0.46
build_01671,2025-11-28T21:35:17.543926,21,4,2713.08,3675,105,40,4,4,0.809,feature,308.2,failed,0.6164
build_01672,2025-12-15T00:35:17.543926,0,0,264.44,928,142,60,16,4,0.648,feature,99.75,success,0.6983
build_01673,2026-01-16T03:35:17.543926,3,4,1630.19,4308,216,35,2,8,0.645,main,411.86,success,0.6178
build_01674,2025-10-25T17:35:17.543926,17,5,4688.82,84,216,36,2,8,0.795,hotfix,375.68,success,0.5635
build_01675,2026-01-19T19:35:17.543926,19,0,7475.18,268,27,56,16,4,0.757,release,420.26,success,2.9419
build_01676,2025-11-19T19:35:17.543926,19,2,3312.78,119,175,55,4,8,0.923,feature,247.17,success,0.5767
build_01677,2025-10-26T00:35:17.543926,0,6,700.3,379,30,69,4,8,0.807,release,94.59,success,0.2207
build_01678,2025-12-05T23:35:17.543926,23,4,25700.74,193,375,44,2,4,0.583,feature,2151.32,success,2.5099
build_01679,2025-08-03T07:35:17.543926,7,6,163.24,390,332,42,2,16,0.8,main,201.16,success,0.4359
build_01680,2025-07-29T10:35:17.543926,10,1,1975.96,230,114,44,8,32,0.826,main,108.25,failed,0.6495
build_01681,2025-08-23T09:35:17.543926,9,5,6811.49,992,21,44,2,16,0.828,main,658.7,success,1.4272
build_01682,2025-12-13T00:35:17.543926,0,5,23.95,255,546,39,8,4,0.241,feature,297.29,success,1.0901
build_01683,2026-01-12T06:35:17.543926,6,0,4667.4,268,43,55,2,4,0.489,feature,460.76,success,0.5376
build_01684,2025-11-25T03:35:17.543926,3,1,14013.3,214,16,66,8,32,0.815,feature,262.07,success,1.5724
build_01685,2025-09-21T16:35:17.543926,16,6,435.94,125,240,40,4,16,0.934,main,136.08,success,0.4082
build_01686,2025-08-27T05:35:17.543926,5,2,201.42,95,1115,36,8,8,0.779,feature,456.74,success,1.827
build_01687,2025-08-19T00:35:17.543926,0,1,219.54,303,160,43,4,8,0.946,release,98.78,success,0.2305
build_01688,2026-01-16T11:35:17.543926,11,4,429.21,1237,337,34,4,4,0.972,feature,274.16,success,0.5483
build_01689,2025-08-19T00:35:17.543926,0,1,1119.96,200,1283,50,4,8,0.724,feature,676.13,success,1.5776
build_01690,2025-09-16T01:35:17.543926,1,1,2597.02,757,75,40,4,8,0.828,hotfix,161.78,success,0.3775
build_01691,2025-08-01T01:35:17.543926,1,4,152.19,378,69,54,4,8,0.269,feature,78.74,success,0.1837
build_01692,2025-10-23T01:35:17.543926,1,3,522.39,603,49,53,16,16,0.38,main,43.97,success,0.3518
build_01693,2025-11-28T13:35:17.543926,13,4,3572.65,185,85,44,8,4,0.657,hotfix,299.5,success,1.0982
build_01694,2025-12-01T14:35:17.543926,14,0,626.56,1933,105,45,16,32,0.949,feature,38.42,success,0.3586
build_01695,2025-09-04T13:35:17.543926,13,3,8527.87,198,610,41,8,4,0.551,release,1290.42,success,4.7315
build_01696,2025-11-24T06:35:17.543926,6,0,3010.64,983,208,44,4,32,0.911,feature,155.44,success,0.6736
build_01697,2025-11-12T01:35:17.543926,1,2,6734.39,118,528,50,4,4,0.838,feature,535.85,success,1.0717
build_01698,2025-08-26T19:35:17.543926,19,1,1371.27,275,104,53,4,32,0.559,main,108.14,success,0.4686
build_01699,2025-10-06T09:35:17.543926,9,0,129.55,2301,102,42,4,4,0.696,release,212.8,success,0.4256
build_01700,2025-08-15T22:35:17.543926,22,4,83.37,228,128,61,8,8,0.898,main,63.39,success,0.2535
build_01701,2025-08-08T02:35:17.543926,2,4,188.42,419,99,60,2,4,0.587,main,120.11,success,0.1401
build_01702,2025-12-09T04:35:17.543926,4,1,74.13,685,288,31,4,8,0.858,feature,127.74,success,0.2981
build_01703,2025-09-28T15:35:17.543926,15,6,495.21,751,16,42,4,16,0.769,feature,67.79,success,0.2034
build_01704,2025-11-02T17:35:17.543926,17,6,32.42,414,214,29,4,32,0.925,feature,72.1,success,0.3124
build_01705,2025-11-04T03:35:17.543926,3,1,610.82,34,41,59,16,8,0.616,feature,40.1,success,0.2941
build_01706,2025-10-23T02:35:17.543926,2,3,7515.06,161,316,32,2,8,0.929,hotfix,468.69,success,0.703
build_01707,2025-12-21T02:35:17.543926,2,6,3310.19,235,152,54,8,8,0.616,feature,243.39,success,0.9735
build_01708,2025-12-26T02:35:17.543926,2,4,17707.23,1459,107,48,4,32,0.822,release,848.58,success,3.6772
build_01709,2025-08-08T23:35:17.543926,23,4,2034.09,538,454,33,4,8,0.593,feature,259.52,success,0.6055
build_01710,2026-01-16T19:35:17.543926,19,4,2578.55,289,107,30,4,8,0.514,feature,174.78,success,0.4078
build_01711,2026-01-11T01:35:17.543926,1,6,5601.64,154,272,45,2,8,0.837,hotfix,332.76,success,0.4991
build_01712,2026-01-01T16:35:17.543926,16,3,3678.13,850,10,43,2,4,0.953,feature,236.41,success,0.2758
build_01713,2025-11-10T10:35:17.543926,10,0,491.91,1073,718,32,4,8,0.506,feature,574.34,success,1.3401
build_01714,2025-12-19T07:35:17.543926,7,4,2291.08,1791,58,39,8,16,0.745,feature,128.05,success,0.5976
build_01715,2026-01-12T11:35:17.543926,11,0,7653.93,186,155,46,4,4,0.689,feature,818.5,failed,1.637
build_01716,2025-12-06T14:35:17.543926,14,5,2276.77,442,508,59,8,4,0.808,feature,552.99,success,2.0276
build_01717,2026-01-04T15:35:17.543926,15,6,915.71,2598,317,48,8,32,0.795,main,141.61,success,0.8497
build_01718,2025-12-01T12:35:17.543926,12,0,4174.04,990,320,39,2,8,0.526,feature,717.57,success,1.0764
build_01719,2025-10-17T07:35:17.543926,7,4,30272.57,768,606,48,2,4,0.793,feature,2290.14,success,2.6718
build_01720,2025-12-23T22:35:17.543926,22,1,96.36,685,77,34,4,16,0.761,main,68.56,success,0.2057
build_01721,2025-10-19T03:35:17.543926,3,6,182.06,643,310,43,4,8,0.693,feature,166.35,success,0.3882
build_01722,2025-10-06T16:35:17.543926,16,0,674.36,214,482,41,8,4,0.815,feature,285.6,success,1.0472
build_01723,2025-09-05T22:35:17.543926,22,4,1524.27,491,530,46,4,16,0.682,main,319.89,failed,0.9597
build_01724,2025-08-06T19:35:17.543926,19,2,341.71,229,95,54,2,32,0.791,feature,60.11,success,0.2104
build_01725,2025-10-14T05:35:17.543926,5,1,2109.23,1031,82,50,4,16,0.752,release,237.69,success,0.7131
build_01726,2026-01-09T15:35:17.543926,15,4,1835.43,271,57,29,2,8,0.626,feature,206.83,success,0.3102
build_01727,2025-09-12T14:35:17.543926,14,4,343.47,2257,223,26,8,8,0.78,feature,207.42,success,0.8297
build_01728,2026-01-09T15:35:17.543926,15,4,506.02,373,42,58,4,8,0.892,hotfix,68.48,success,0.1598
build_01729,2025-11-15T20:35:17.543926,20,5,472.62,142,11,48,16,4,0.552,feature,35.74,success,0.2502
build_01730,2025-09-08T17:35:17.543926,17,0,196.11,257,23,39,4,16,0.74,main,39.31,success,0.1179
build_01731,2025-12-09T21:35:17.543926,21,1,133.86,440,286,44,4,4,0.516,main,214.72,success,0.4294
build_01732,2025-12-19T08:35:17.543926,8,4,1808.6,239,271,34,16,8,0.808,release,169.49,success,1.2429
build_01733,2025-11-26T06:35:17.543926,6,2,6815.83,927,29,50,2,16,0.928,feature,443.51,success,0.9609
build_01734,2025-12-06T07:35:17.543926,7,5,1633.64,1329,244,61,2,8,0.772,feature,313.8,success,0.4707
build_01735,2025-08-12T14:35:17.543926,14,1,52.67,563,234,26,8,4,0.652,main,220.43,success,0.8083
build_01736,2025-12-09T16:35:17.543926,16,1,1099.77,704,10,44,8,4,0.922,feature,118.28,success,0.4337
build_01737,2025-09-26T15:35:17.543926,15,4,602.47,2001,25,39,4,4,0.688,hotfix,122.0,success,0.244
build_01738,2025-12-26T02:35:17.543926,2,4,5950.07,325,92,50,4,4,0.702,feature,438.77,success,0.8775
build_01739,2025-12-07T20:35:17.543926,20,6,959.58,230,200,39,2,8,0.796,feature,186.03,success,0.279
build_01740,2025-08-24T09:35:17.543926,9,6,4729.61,308,5423,59,16,4,0.467,feature,3009.18,success,21.0643
build_01741,2025-10-09T09:35:17.543926,9,3,3130.08,718,429,44,2,8,0.655,feature,651.31,success,0.977
build_01742,2025-12-08T04:35:17.543926,4,0,2043.76,74,294,59,2,8,0.827,main,312.08,success,0.4681
build_01743,2026-01-09T01:35:17.543926,1,4,12003.37,7017,29,51,4,4,0.896,feature,906.8,success,1.8136
build_01744,2025-08-15T03:35:17.543926,3,4,401.24,1027,1060,32,2,8,0.847,feature,528.56,success,0.7928
build_01745,2025-11-05T06:35:17.543926,6,2,209.93,1277,75,72,4,16,0.449,release,97.61,success,0.2928
build_01746,2025-11-13T04:35:17.543926,4,3,1025.68,107,1519,49,2,4,0.9,main,834.97,success,0.9741
build_01747,2025-11-21T02:35:17.543926,2,4,696.21,2518,108,32,2,4,0.844,hotfix,135.72,success,0.1583
build_01748,2025-09-26T11:35:17.543926,11,4,346.32,387,876,31,2,4,0.567,feature,715.75,success,0.835
build_01749,2025-08-13T04:35:17.543926,4,2,4954.82,102,764,40,2,16,0.486,feature,631.69,success,1.3687
